"summons_number","plate_id","registration_state","plate_type","issue_date","violation_code","vehicle_body_type","vehicle_make","issuing_agency","street_code1","street_code2","street_code3","vehicle_expiration_date","violation_location","violation_precinct","issuer_precinct","issuer_code","issuer_command","issuer_squad","violation_time","time_first_observed","violation_county","violation_in_front_of_or_opposite","house_number","street_name","intersecting_street","date_first_observed","law_section","sub_division","violation_legal_code","days_parking_in_effect","from_hours_in_effect","to_hours_in_effect","vehicle_color","unregistered_vehicle","vehicle_year","meter_number","feet_from_curb","violation_post_code","violation_description","no_standing_or_stopping_violation","hydrant_violation","double_parking_violation","fiscal_year"
"1498295216","LDE4567","NY","PAS",,"20","SUBN","JEEP","P","34240","55450","57290","20250716","100","100","100","974227","100","0","1250P","1250P",,"F","201","BEACH 121 STREET",,,"408","E2",,"BBBBBBB","ALL","ALL","GREY","0","2018","-","0",,,,,,"2026"
"1474721394","MDX6750","PA","PAS",,"70","SDN","HONDA","P","36790","10610","25290","20250331","32","32","806","978147","806","0","0849P",,"NY","O","231","W 151 ST",,,"408","E2",,"BBBBBBB","ALL","ALL","GREY","0","2009","-","0",,,,,,"2026"
"1492274975","S2245770","GA","PAS",,"20","SDN","TOYOT","P","29690","35870","35890","20250523","24","24","24","977055","24","0","0659P",,,"F","332","RIVERSIDE DR",,"0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1499763219","G49NPW","NJ","PAS",,"14","SDN","HYUND","P","42850","33720","61830","20260304","84","84","84","979835","84","0","1103P",,"K","F","90","FURMAN ST",,"0","408","D1",,"BBBBBBB","ALL","ALL","WHT","0","2019","-","0",,,,,,"2026"
"1501517119","LWE5225","NY","PAS",,"40","SUBN","MAZDA","P","36650","11710","13610","20270429","30","30","30","979493","30","0","0602P","0602P","NY","F","517","W 144 ST",,"0","408","F7",,"BBBBBBB","ALL","ALL","BLU","0","2024","-","0",,,,,,"2026"
"1499787029","KPM8216","NY","PAS",,"40","SUBN","NISSA","P","7990","42490","0","20250629","115","115","115","976630","115","0",,,,,,"31 AVE","DITMARS BLVD","0","408","E2",,"BBBBBBB","ALL","ALL","GRY","0","2020","-","0",,,,,,"2026"
"1502036150","BLANKPLATE","99","999",,"74",,"FLYWI","P","37030","13610","21190","0","33","33","23","972493","23","0","0748A",,,"F","600","W 163",,"0","408","J3",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1485562181","5BRP39","FL","PAS",,"46","SDN","FORD","P","0","0","0","20221130","75","75","75","966293","75","0","0915A",,"K","I",,"S/W C/O PENNYSLVANIA","HORNELL LOOP","0","408","F2",,"YBBBBBB","ALL","ALL","WH","0","0","-","0",,,,,,"2026"
"1500553992","AJ4948","OK","PAS",,"40","TRTL",,"P","46420","25800","25830","88888888","40","40","40","963389","40","0","0355P",,"BX","F","251","LOCUST AVE",,"0","408","K4",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,,"2026"
"1499175437","LTE5526","NY","PAS",,"98","SDN","NISSA","P","7720","45020","78850","88888888","49","49","49","966367","49","0","0344A","0340A","BX","F","1103","ADEE AVE",,,"408","D1",,"BBBBBBB","ALL","ALL","BLK","0","2012","-","0",,,,,,"2026"
"1493415104","HFF4092","NY","PAS",,"14","SUBN","VOLKS","P","27295","15590","15690","20260628","105","105","105","957755","105","0","1126A",,"Q","F","74-24","263 STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLU","0","2011","-","0",,,,,,"2026"
"1499020302","LNG1620","NY","PAS",,"50","SUBN","HONDA","P","9340","5540","5640","20260810","114","114","114","980001","114","0","0916P",,,"O","1-Sep","40TH AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","G","0","2022","-","0",,,,,,"2026"
"1498501357","KKE7396","NY","PAS",,"14","SUBN","HONDA","P","24830","28430","49630","20270209","76","76","76","972147","76","0","0303P",,"K","F","71","CARROLL ST",,"0","408","E2",,"YYYYYBB","0800A","0400P","GRAY","0","2008","-","0",,,,,,"2026"
"1501570183","KVP2702","NY","PAS",,"20","SDN","ME/BE","P","68020","23800","98280","20260414","40","40","40","965837","40","0","0824A",,,"I","2413","3RD AVE",,"0","408","D1",,"BBBBBBB","ALL","ALL","BLK","0","2019","-","0",,,,,,"2026"
"1498323789","26DEXX","FL","PAS",,"40","SUBN","JEEP","P","53490","53790","19990","88888888","106","106","106","972328","106","0",,,,"F","104-35","LEFFERTS BLVD",,"0","408","F1",,"BBBBBBB","ALL","ALL","B","0","0","-","0",,,,,,"2026"
"1492467662","KER8480","NY","PAS",,"98","SUBN","HONDA","P","13790","28990","67490","20261024","112","112","112","971308","112","0","0719P","0719P",,"F","94-01","66 AVE",,,"408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1500555861","LEE3381","NY","PAS",,"46","SDN","CHEVR","P","25980","78150","15720","20250930","40","40","40","966098","40","0","0124P",,"BX","F","441","E 144 ST",,"0","408","C4",,"BBBBBBB","ALL","ALL","BK","0","2023","-","0",,,,,,"2026"
"1500492693","KMN1996","NY","PAS",,"46","SDN","HYUND","P","76450","61940","12550","20270525","48","48","48","975107","48","0","0442A","0440A","BX","F","1939","WEST FARMS RD",,,"408","F2",,"BBBBBBB","ALL","ALL","GRY","0","0","-","0",,,,,,"2026"
"1500863270","BT53157","CT","PAS",,"40","SDN","MAZDA","P","10280","5430","5580","0","68","68","68","963042","68","0","1245P",,"K","F","429","74 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","RED","0","0","-","0",,,,,,"2026"
"1500483310","T114087C","NY","PAS",,"46","SUBN","TOYOT","P","60520","19820","0","20260430","45","45","45","974852","45","0","0540P",,"BX","F",,"RANDALL AVE","CLARENCE AVE","0","408","J3",,"BBBBBBB","ALL","ALL","BLK","0","2023","-","0",,,,,,"2026"
"1499763189","LWCC75","FL","PAS",,"70","SUBN","GMC","P","42850","61830","53830","20250323","84","84","84","979835","84","0","0715P",,"K","F","334","FURMAN ST",,"0","408","D1",,"BBBBBBB","ALL","ALL","WHT","0","2003","-","0",,,,,,"2026"
"1481005418","GXF8959","NY","PAS",,"40","SUBN","JEEP","4","83630","17930","17980","20270321","60","60","985","100449","985","0","0502P",,"K","O","4817","SURF AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","WH","0","2023","-","10",,,,,,"2026"
"1492320687","LKF8107","NY","PAS",,"98","SUBN","SUZUK","P","20390","51590","14740","20260623",,"0","112","977379","112","0","0835P",,,,"69-60","110 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","W","0","2018","-","0",,,,,,"2026"
"1498414953","S17VRE","NJ","PAS",,"40","SDN","LEXUS","P","0","40404","40404","0","1","1","1","972244","1","0",,,,"F","35","PICK SLIP",,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1500384136","KKY1642","NY","PAS",,"14","SDN","AUDI","P","14840","14740","38690","20270323","104","104","104","977717","104","0","0203A",,"Q","F","70-02","70 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRY","0","2017","-","0",,,,,,"2026"
"1499493538","MLA8927","PA","PAS",,"40","SDN","HONDA","P","37550","11710","0","0",,"0","34","973117","34","0",,,,,,"WEST 190 ST","AMSTERDAM AVE","0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1501539905","D44UNX","NJ","PAS",,"46","SDN","ACURA","P","29190","37690","11010","0","34","34","34","980856","34","0","0443A",,,"O","146","POST AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","SILVE","0","0","-","0",,,,,,"2026"
"1492828312","BRZ2548","NY","PAS",,"46","SDN","HONDA","P","38520","26880","22240","20260905","43","43","808","944148","808","0","0910P",,"BX","F","1455","HARROD AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","2008","-","0",,,,,,"2026"
"1500987554","BLANKPLATE","99","999",,"70","SUBN","NISSA","P","65420","23800","75290","20251006","50","50","50","970380","50","0","0832P",,"BX","F","6031","SPENCER AVE",,"0","408","J2",,"BBBBBBB","ALL","ALL","RD","0","2013","-","0",,,,,,"2026"
"1500384033","TBC3805","PA","PAS",,"40","SDN","INTER","P","63890","58190","68390","88888888","104","104","104","977717","104","0","0159A",,"Q","I","1871","STANHOPE",,"0","408","K6",,"BBBBBBB","ALL","ALL","GRAY","0","0","-","0",,,,,,"2026"
"1500486863","MDF9933","PA","PAS",,"40","SUBN","HONDA","P","0","0","0","20260430","50","50","0","978657","0D50","0","1044P",,,"F","3619","CDORLEAR AVE",,"0","408","C4",,"BBBBBBB","ALL","ALL","GRY","0","2023","-","1",,,,,,"2026"
"1500075206","LNR5354","NY","PAS",,"14","SDN","FORD","P","65120","23800","59720","20270203","43","43","43","970055","43","0","1010P",,"BX","F","65","SOUNDVIEW AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1495899573","MSW4551","PA","PAS",,"41","SUBN","HONDA","P","87935","52060","32600","20251231","75","75","75","975341","75","0","0220P",,"K","F","18","VERMONT CT",,"0","408",,,"BBBBBBB","ALL","ALL","BLK","0","2019","-","0",,,,,,"2026"
"1501529687","6CNR32","MA","PAS",,"46","SDN",,"P","36090","24690","10610","0",,"0","28","968733","28","0","0502P",,,"F","160","W 116 ST",,"0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1489139151","GWB8324","NY","PAS",,"98","SUBN","SUBAR","P","20020","26730","12550","20270422","44","44","44","957576","44","0","1014P",,"BX","F","1350","CLAY AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","SILVE","0","2011","-","0",,,,,,"2026"
"1501980737","BLANKPLATE","99","999",,"41",,,"P","0","0","0","0",,"0","0","0","0","0",,,,,,,,"0","408","J2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1500807424","BER7543","NY","PAS",,"20","SDN","TOYOT","P","42850","61830","53830","20260820","84","84","84","975464","84","0","0953P",,,"F","334","FURMAN ST",,"0","408","C4",,"BBBBBBB","ALL","ALL","GOLD","0","2005","-","0",,,,,,"2026"
"1314413910","KWX9261","NY","PAS",,"19","SDN","TOYOT","R","12255","20130","62430","20260707","72","72","0","0","MTAB","0","1227P",,"K","O",,"STERNBERG PARK",,"0","408","C",,"BBBBBBB","ALL","ALL","SILV","0","2019","-","0",,,,,,"2026"
"1502036216","225ADI","99","PAS",,"74",,,"P","0","40404","40404","20260430","33","33","23","972493","23","0","0512A",,,"F","619","W 176",,"0","408","J2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1314413934","HHS1731","NY","PAS",,"19","SUBN","ACURA","R","12255","20130","62430","20260629","72","72","0","0","MTAB","0","1227P",,"K","O",,"STERNBERG PARK",,"0","408","C3",,"BBBBBBB","ALL","ALL","BLACK","0","2012","-","0",,,,,,"2026"
"1500069796","LTT8935","NY","PAS",,"40","SDN","FORD","P","10030","63530","57490","20270203","68","68","68","959275","68","0","0600A",,,"F","67","70 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BK","0","2014","-","0",,,,,,"2026"
"1500526423","T131401C","99","PAS",,"40","SDN","ALFAR","P","23920","27840","27900","20351221","52","52","52","979131","52","0","0132A",,"BX","F","3277","DECATUR AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1326056013","L19VAS","NJ","PAS",,"14",,"DODGE","P","59590","61090","9440","0","109","109","109","980788","109","0","1102P","1100P","Q","O","40-09","PRINCE ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLUE","0","2013","-","0",,,,,,"2026"
"1496023067","T112264C","NY","OMT",,"98","VAN","TOYOT","P","35330","14830","14880","20260331","61","61","61","968178","61","0","0240A",,"NY","F","2530","E 12 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,,"2026"
"1500908848","4019303","OH","PAS",,"98","SDN","LEXUS","P","64230","91430","91480","20250726","60","60","60","968512","60","0","1159A","1159A","K","F","2125","NEPTUNE AVE",,,"408","F2",,"BBBBBBB","ALL","ALL","GRY","0","0","-","0",,,,,,"2026"
"1499264630","GRYG625","CA","PAS",,"67","SDN","BMW","P","76330","35430","35480","88888888","61","61","61","966226","61","0","0713P",,"K","F","1424","SHEEPSHEAD BAY RD",,"0","408","F7",,"BBBBBBB","ALL","ALL","WHT","0","2021","-","0",,,,,,"2026"
"1489213296","LRG2765","NY","PAS",,"46",,"DODGE","P","64720","26670","26700","20251109","44","44","44","980528","44","0","0723P",,,"O","1225","SHERMAN",,"0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1418447432","012551AO3","IL","PAS",,"98","SDN","ROLLS","P","41320","27240","27270","88888888","48","48","42","967309","42","0","0804P",,"BX","F","2357","HUGHES AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,,"2026"
"1500314468","KPX5033","NY","PAS",,"46","SDN","NISSA","P","0","40404","40404","20270527","83","83","83","972712","83","0",,,,"I","533","BUSHWICK",,"0","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1501619032","T122976C","NY","999",,"46","SDN","TOYOT","P","8720","74240","74250","88888888",,"0","0","980140","0","0","0649P",,,"F","1130","ANDERSON AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","W","0","0","-","0",,,,,,"2026"
"1496816250","GYF9553","NY","PAS",,"14","SUBN","ACURA","K","13570","29370","0","20270508","25","25","1","161316","1","0","0831P",,,,,"WARDS MEADOW LOOP","RANDALLS ISLAND","0","408","C",,"BBBBBBB","ALL","ALL","GRAY","0","2012","-","0",,,,,,"2026"
"1493855906","6FP0601","MD","PAS",,"46","SUBN","NISSA","P","52320","73420","38525","20250930","43","43","43","971722","43","0","0544P",,"BX","F","1177","MORRISON AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1500163776","KSP9207","NY","PAS",,"46","SDN","TOYOT","P","26230","37030","37080","20260424","67","67","67","980106","67","0","0642P",,"K","F","5109","CHURCH AVE",,"0","408","E5",,"BBBBBBB","ALL","ALL","B","0","0","-","0",,,,,,"2026"
"1489135571","LTF6065","NY","PAS",,"46","SUBN","NISSA","P","20020","26640","26670","20270309","44","44","44","975361","44","0","1047P",,"BX","F","1115","CLAY AVE",,"0","408","E5",,"BBBBBBB","ALL","ALL","GRY","0","2015","-","0",,,,,,"2026"
"1501528610","BLANKPLATE","99","999",,"46","SUBN","KIA","P","36270","24690","10610","0","28","28","28","973303","28","0","1256A",,"NY","F","121","W 125 ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","GRAY","0","0","-","0",,,,,,"2026"
"1499182892","AY393L","NJ","PAS",,"98","DELV","PASOG","P","0","40404","40404","20260401","41","41","41","974464","41","0","0852A",,"BX","F","420","HUNTS POINT",,"0","408","F2",,"BBBBBBB","ALL","ALL","GREY","0","0","-","0",,,,,,"2026"
"1499238253","A307381","ME","PAS",,"46","SUBN","INTER","P","52320","73420","38525","20260831","43","43","43","980524","43","0","0940P",,,"F","1155","MORRISON AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","GRY","0","0","-","0",,,,,,"2026"
"1501229930","GUX7280","NY","PAS",,"70","LEX",,"P","31830","75130","50830","20250201","73","73","73","980462","73","0","0909P",,,"F","2160","DEAN ST",,,"408","E2",,"BBBBBBB","ALL","ALL","RED","0","0","-","0",,,,,,"2026"
"1492490222","LJV6685","NY","PAS",,"19","SDN","TOYOT","P","0","40404","40404","20260531","111","111","111","977575","111","0","1013P",,,"I","39-33","BELL",,"0","408","J2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1486421532","LAJ6857","NY","PAS",,"50","SDN","JEEP","P","38190","41550","67730","20270126","101","101","101","974223","101","0","0817A",,"Q","F","13-44","CAFFREY AVE",,"0","408","E8",,"BBBBBBB","ALL","ALL","BLACK","0","2022","-","0",,,,,,"2026"
"1501650531","MAGAEG","NY","PAS",,"98","SUBN","CHEVR","P","39390","66090","35780","20260727","110","110","110","978472","110","0","0524A",,"Q","F","51-25","CODWISE PL",,"0","408","F2",,"BBBBBBB","ALL","ALL","BK","0","2025","-","0",,,,,,"2026"
"1501324615","LUE5056","NY","PAS",,"40","SDN","SUZUK","P","18790","16140","16290","20270320","102","102","102","964740","102","0","0515A",,"Q","F","77-19","95 AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","GY","0","2009","-","0",,,,,,"2026"
"1498206049","HTT833","MN","PAS",,"46","SDN","CHRYS","P","55730","70030","18950","20250731","81","81","81","973998","81","0","0810P",,,"F","853","LEXINGTON",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRAY","0","2012","-","0",,,,,,"2026"
"1500495517","LFN6860","NY","PAS",,"40","SUBN","ACURA","P","27150","12020","22320","20260930","48","48","48","980581","48","0","0854P",,"BX","O","706","E 183 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","RED","0","0","-","0",,,,,,"2026"
"1500798034","BLANKPLATE","99","999",,"40","SDN","INFIN","P","19930","40030","25330","0","83","83","83","976087","83","0","0419P",,,"F","69","BLEEKER ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,,"2026"
"1500426519","LVJ3173","NY","PAS",,"46","SUBN","ME/BE","P","16910","27090","29190","20270508","34","34","34","980029","34","0","0124A",,"NY","F","108","DYCKMAN ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","W","0","0","-","0",,,,,,"2026"
"1500726187","BT28672","NY","COM",,"66","TRAL","HOMES","P","27096","20750","20790","20201231","116","116","116","970482","116","0","0723P",,"Q","F","114-21","230 ST",,"0","408","K6",,"BBBBBBB","ALL","ALL","SIL","0","2020","-","0",,,,,,"2026"
"1498827007","MDV2855","PA","PAS",,"16","SUBN","TOYOT","P","56030","23330","54070","20251231","77","77","77","975570","77","0","0841A",,"K","F","1010","LINCOLN PL",,"0","408","K2",,"BBBBBBB","ALL","ALL","GRAY","0","2024","-","0",,,,,,"2026"
"1500911940","GASD2213","NY","PAS",,"14","SDN","TESLA","P","90880","64230","76330","20251130","60","60","60","973768","60","0","0752P",,"K","F","2801","WEST 8 STREET",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","2023","-","0",,,,,,"2026"
"1500552513","KMN7495","NY","PAS",,"67","SUBN","MAZDA","P","0","0","0","20250811","40","40","40","963682","40","0","0800P",,,"I",,"S/E/C/O TRINITY AVE","PONTIAC PLACE","0","408","F2",,"BBBBBBB","ALL","ALL","TAN","0","2023","-","0",,,,,,"2026"
"1497702689","KNE2788","NY","PAS",,"41","SDN","DODGE","P","27422","16860","0","20270517","123","123","123","976156","123","0","0458P",,"R","I",,"ELLIS ST","ARTHUR KILL RD","0","408","D1",,"BBBBBBB","ALL","ALL","GRY","0","2019","-","0",,,,,,"2026"
"1499472225","V33SAN","NJ","PAS",,"50","SDN","ACURA","P","10610","36050","36070","88888888","28","28","28","969811","28","0","0638P",,,"F","1890","7TH AVE",,"0","408","J2",,"BBBBBBB","ALL","ALL","GRAY","0","0","-","0",,,,,,"2026"
"1496285980","LTH9737","NY","PAS",,"17","SDN","HONDA","P","60520","18520","38620","20270204","43","43","808","976966","808","0","0948A",,"BX","F","2275","RANDALL AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","WH","0","2021","-","0",,,,,,"2026"
"1495591189","LET3434","NY","PAS",,"46","SUBN","NISSA","P","73110","59530","32030","20260902","81","81","81","954767","81","0","1233A",,,"F","194","RALPH AVE",,"0","408","D",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,,"2026"
"1500383296","368AMT","NY","PAS",,"40","SUBN","TOYOT","P","12340","14440","14690","20261018","104","104","104","977717","104","0","0626A",,"Q","F","68-04","59 ROAD",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","2017","-","0",,,,,,"2026"
"1498971842","6ALT54","MA","PAS",,"19","P-U","TOYOT","P","64290","7240","7540","20270430","114","114","114","979953","114","0","0821P",,,"F","25-02","STEINWAY ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","SILVE","0","2015","-","0",,,,,,"2026"
"1499423627","Y519TV","FL","PAS",,"41","SDN","ROVER","P","18370","10210","10110","0","19","19","19","945745","19","0","0313P",,"NY","F","219","EAST 69 STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,,"2026"
"1489173043","TFD7754","VA","PAS",,"46","SDN","BMW","P","36420","26250","26340","20251130","44","44","44","975350","44","0","1032P","2232P",,"O","750","GRAND CONC",,,"408","F1",,"BBBBBBB","ALL","ALL","BLK","0","2011","-","0",,,,,,"2026"
"1501540816","LCL7767","NY","PAS",,"46","SDN","HONDA","P","0","40404","40404","20250606","34","34","34","980408","34","0","0413A",,"NY","F","114","DYCKMAN",,"0","408","F1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1501240572","15513MA","NY","PAS",,"46","VAN","FORD","P","42730","12930","67030","20261031",,"0","79","980536","79","0","0731P",,"K","O","1281","FULTON ST",,"0","408","E5",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1501202674","29127MN","NY","COM",,"40","VAN","DODGE","P","18890","28790","7790","20250731",,"0","115","966353","115","0","0823A",,,"O","26-49","96 STREET",,"0","408","D1",,"BBBBBBB","ALL","ALL","BLUE","0","2019","-","0",,,,,,"2026"
"1499716874","L95RYM","NJ","PAS",,"16","SDN","JEEP","P","10810","34210","34230","0","10","10","10","979661","10","0",,,,"F","236","8 AVENUE",,"0","408","F2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1499018770","KHB9783","NY","PAS",,"40","SDN","HONDA","P","0","0","0","20261220","114","114","114","980192","114","0","1238A","1238A","Q","I",,"C/O STEINWAY","28 AV","0","408","F1",,"BBBBBBB","ALL","ALL","GR","0","2004","-","0",,,,,,"2026"
"1496373418","LWE3120","NY","PAS",,"50","SDN","KIA","P","47630","40030","63030","20270604","83","83","83","964426","83","0","0915A",,,"F","616","HART STREET",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLK","0","2017","-","0",,,,,,"2026"
"1499761922","LOT2987","NY","PAS",,"21",,"ACURA","P","22390","24390","24440","20250903","116","116","116","975992","116","0","0630A",,"Q","F","167-10","137 AVE",,"0","408","F7",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1489189531","KYC8246","NY","PAS",,"19","SUBN","ACURA","P","26490","52120","56820","20260624","44","44","44","971923","44","0","1025A",,"BX","F","280","E 161 ST",,"0","408","C3",,"BBBBBBB","ALL","ALL","GRAY","0","2016","-","0",,,,,,"2026"
"1499149645","ZXX8094","PA","PAS",,"78","TRUC","ISUZU","P","15620","28560","28590","20260131","47","47","47","979149","47","0","0347A",,,"F","4156","BRONXWOOD AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,,"2026"
"1499211089","TBK2829","VA","PAS",,"46","SDN","NISSA","P","0","40404","40404","20260531","42","42","42","965700","42","0","0823A",,"BX","F","107","WASHINGTON",,"0","408","C",,"BBBBBBB","ALL","ALL","BLU","0","0","-","0",,,,,,"2026"
"1500160520","A14UZT","NJ","PAS",,"14","SDN","HONDA","P","21880","22680","23030","20251020","60","60","60","977946","60","0","0358A",,"K","F","3100","BRIGHTON 4 STREET",,"0","408","E2",,"BBBBBBB","ALL","ALL","WH","0","2017","-","0",,,,,,"2026"
"1499257879","LHY2156","NY","PAS",,"46","SUBN","JEEP","P","83630","91330","91380","20260325","60","60","60","975977","60","0",,,"K","F","1904","SURF AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHITE","0","2021","-","0",,,,,,"2026"
"1499225441","MRE3790","PA","PAS",,"19","SDN","HONDA","P","22320","27090","27120","20251031","48","48","48","972776","48","0","0915P","0915P","BX","F","2168","CROTONA AVENUE",,"0","408","C3",,"BBBBBBB","ALL","ALL","GREEN","0","0","-","0",,,,,,"2026"
"1501545851","LVK7393","NY","PAS",,"53","SUBN","DODGE","P","10610","36630","36650","20270504","32","32","32","980529","32","0","1000P",,,"O","2468","7TH AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","GRAY","0","0","-","0",,,,,,"2026"
"1500961218","775BU8","NY","MOT",,"51","MC","ZHEJI","P","26520","21520","50320","20260430","42","42","42","964976","42","0","1011P",,"BX","F","370","E 162 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","RED","0","2023","-","0",,,,,,"2026"
"1495565038","LJA5860","NY","PAS",,"51","SUBN",,"P","91230","47625","64230","20260305","60","60","60","975165","60","0","0151P",,"K","O","2736","WEST 16 STREET",,"0","408","C",,"BBBBBBB","ALL","ALL","BLU","0","2024","-","0",,,,,,"2026"
"1501227671","NFXT25","FL","PAS",,"40","SUBN","NISSA","P","95030","78330","78430","88888888","90","90","90","974685","90","0","1259A",,,"F","376","WYTHE AVE",,"0","408","C3",,"BBBBBBB","ALL","ALL","BL","0","0","-","0",,,,,,"2026"
"1501541122","26086","PA","PAS",,"46","SUBN","CHEVR","P","11010","37670","37690","88888888","34","34","34","980338","34","0","1057P",,"NY","F","3855","10TH AVE",,"0","408","D1",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1499021318","LJP1741","NY","PAS",,"40","SDN","CHEVR","P","5790","9340","9540","20260304","114","114","114","979794","114","0","1253A","1253A","Q","F","40-04","12TH ST",,"0","408","E5",,"BBBBBBB","ALL","ALL","GGRAY","0","2009","-","0",,,,,,"2026"
"1501542011","LEH7912","NY","PAS",,"46","SUBN","BMW","P","16910","27090","29190","20250911","34","34","34","980836","34","0","1125P",,"NY","F","120","DYCKMAN ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLU","0","2024","-","0",,,,,,"2026"
"1487859831","Y200734C","NY","OMT",,"14","VAN","TOYOT","P","22620","22320","22320","20260228","42","42","42","979883","42","0","0818P","0818P",,"O","672","CROTONA PARK SOUTH",,"0","408","C",,"BBBBBBB","ALL","ALL","YELLO","0","0","-","0",,,,,,"2026"
"1499802912","9688RN","SC","PAS",,"40","SDN","TESLA","P","6590","23540","23790","20270531",,"0","109","971625","109","0","0050A",,,"F","154-73","21 AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","RED","0","2021","-","0",,,,,,"2026"
"1498994805","84T882","MA","PAS",,"98","SUBN","FORD","P","7190","6590","42490","0","114","114","114","943401","114","0","0917A",,,"F","21-62","24 ST",,"0","408","F7",,"BBBBBBB","ALL","ALL","B","0","2012","-","0",,,,,,"2026"
"1476653082","BEKU2","NY","PAS",,"20","SUBN","INFIN","X","7430","9680","9730","20251225","62","62","302","355542","T302","0","0741A",,"K","O","6219","23RD AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","BK","0","2024","-","0",,,,,,"2026"
"1499778363","MVD8914","PA","PAS",,"98","SDN","MAZDA","P","19690","8590","8790","20260331","115","115","115","976664","115","0","0831A",,"Q","O","35-09","103 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","RED","0","2019","-","0",,,,,,"2026"
"1499482772","KZF2109","NY","PAS",,"46","VAN","FORD","P","16910","27090","29190","88888888","34","34","34","979632","34","0","1057P",,"NY","F","104","DYCKMAN STREET",,"0","408","C1",,"BBBBBBB","ALL","ALL","BLU","0","0","-","0",,,,,,"2026"
"1500339374","TEE7925","VA","PAS",,"46","VAN","HONDA","P","36480","26430","13880","20251231","67","67","72","979422","72","0","0908P",,,"F","618","E 37 ST",,"0","408","J6",,"BBBBBBB","ALL","ALL","BLU","0","2007","-","0",,,,,,"2026"
